status	case	seconds	input_sha256	output	phase_ir	residual_vmi_ops	diagnostic	phase_regions	phase_loops	phase_vloads	phase_vstores	phase_vmi_instances	phase_local_boundaries	phase_hard_boundaries	source_tileop_kinds	source_tileop_instances	assessment
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope.pto	120	b9802f691ae6b79d139d61b7dbd57154fcb1d2ee8f3cd1b0785b24e7108d6282	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40681, socket=/tmp/tilelib_daemon_40678.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40681)	26	5	0	0	28	16	13	18	57	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool.pto	111	03fa5f18464026dc078f5dcf3b2b0a3131bc641bdaf974c62949d40553316f9b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40896, socket=/tmp/tilelib_daemon_40892.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40896)	33	3	0	0	33	5	12	10	50	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update.pto	22	d77d2f29e664513e2a8c0f1665fd387ca97e1706a34b10abf3c04ef9341352f9	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41077, socket=/tmp/tilelib_daemon_41074.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41077)	4	0	0	0	4	0	6	4	10	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_write_map.pto	10	a037b5d4e1ef963ad081a7ac910fe1b4efe2aaaf6d9dd092e9db2605f614692c	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_write_map.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_write_map	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41110, socket=/tmp/tilelib_daemon_41109.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41110)	0	1	0	0	0	2	2	3	6	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_hadamard_quant.pto	53	fc0e938f5d58fc90b7979dcc1736bb47cc289889daa6af2227119346e65efad7	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_hadamard_quant.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_hadamard_quant	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41130, socket=/tmp/tilelib_daemon_41127.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41130)	5	6	0	0	6	8	12	18	35	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_proj.pto	39	04c5731f9feeee1d6eed8edffee0f2c922e69b7c4d61ed8abd0b0ae4040bd6e5	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_proj.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41225, socket=/tmp/tilelib_daemon_41219.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41225)	1	3	0	0	1	2	16	10	22	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_rope.pto	78	c891b08c56ea0488e9961bafe6de9d55fe9ea83ed9e5af2df82c3d8cff2601a3	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_qr_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41285, socket=/tmp/tilelib_daemon_41282.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41285)	18	4	0	0	18	9	8	14	35	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score.pto	39	b7529b8aa53e4a999f58927b871a95cf97d02035e110199e10d2a5096941328b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41410, socket=/tmp/tilelib_daemon_41409.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41410)	6	4	0	0	6	3	10	15	22	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_init.pto	6	2314477f0dd19596755ada42f25558e84351fae0465e2dd1905d4b029e469e70	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_init.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_init	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41475, socket=/tmp/tilelib_daemon_41472.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41475)	0	0	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_out.pto	6	20f6bd39faf527d7b5b254c2e6c67825be86839b02b6b90268d694a9a7d5b8a8	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_out.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_score_out	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41486, socket=/tmp/tilelib_daemon_41483.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41486)	0	0	0	0	0	0	2	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_topk.pto	25	262e08353076909f1a0b4db722f550402c60c18628e744455b4b24acc86fc185	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_topk.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_topk	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41495, socket=/tmp/tilelib_daemon_41492.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41495)	0	1	0	0	0	1	9	7	10	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_weights_proj.pto	32	d19d3be76f1903c719db8ac9e6da61f692d12ed1c5622bd2308be0bca9a44dd0	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_weights_proj.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_weights_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41540, socket=/tmp/tilelib_daemon_41537.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41540)	1	1	0	0	1	0	14	8	18	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_a_mm.pto	74	82c9451a95c763fd7af4ec46611c6f57b68eef9150a47758deb54240a8e29b34	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_a_mm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_a_mm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41591, socket=/tmp/tilelib_daemon_41587.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41591)	0	1	0	0	0	0	33	4	33	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_act.pto	25	1ed348991556a08239d4ad52cbd63f5de37f16dfb4bdb749d691879dd2cfac3b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_act.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_act	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41754, socket=/tmp/tilelib_daemon_41751.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41754)	3	2	0	0	3	3	4	7	10	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_mm.pto	48	66bcf452744ec5358cedc0b1db6c272625c9ec66f6a07aa778768a40bf518af0	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_mm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/proj_b_mm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41876, socket=/tmp/tilelib_daemon_41875.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41876)	0	1	0	0	0	0	21	4	21	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/q_rope_prepare.pto	65	a75c8d9a4295b357868b8da0d9e7f4bb62cdcd648fb2654137449cfed7412bc5	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/q_rope_prepare.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/q_rope_prepare	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=41948, socket=/tmp/tilelib_daemon_41945.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=41948)	11	2	0	0	11	9	8	13	28	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qk_pv.pto	131	349cc7e9a045fa8876a7ea4aa31677b93fa3aa008491b85e558364934ff2ff16	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qk_pv.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qk_pv	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42059, socket=/tmp/tilelib_daemon_42056.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42059)	8	7	0	0	8	0	41	18	58	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qkv_rope_rows.pto	13	4939d1e607fbe138e600bb9a6b28e4eeaebdfe2b3af2b04cbfe543b5efa6b07f	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qkv_rope_rows.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qkv_rope_rows	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42241, socket=/tmp/tilelib_daemon_42236.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42241)	0	1	0	0	0	0	4	2	4	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_dequant_rms_nope_rope.pto	99	b7b74d5ee9404ac09fc6d2b6c0854ac9c964f4bc825ea8826a96317bc6a30a84	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_dequant_rms_nope_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_dequant_rms_nope_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42263, socket=/tmp/tilelib_daemon_42260.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42263)	22	4	0	0	24	8	14	13	46	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_matmul.pto	45	9130cf3cfbe3c544304e39863ed41e5a9844beb5ae9f6b21c81eecb387fd8ca3	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qproj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42445, socket=/tmp/tilelib_daemon_42442.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42445)	0	6	0	0	0	0	24	4	24	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_matmul.pto	44	4f7a6bd25a58892abc490bb5b31933efbba6c89b0c11f7927227e02167e656b6	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42522, socket=/tmp/tilelib_daemon_42519.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42522)	0	2	0	0	0	0	23	4	23	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_seed.pto	5	9248d152110eb3fb3c09dd39319cc1fe36915f1b1945f7bc86d196c11ce4c713	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42594, socket=/tmp/tilelib_daemon_42591.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42594)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_rms_norm_quant.pto	101	f1c63fa214c06626f145411030b8e3349d31a1ea0398bd84179c6c91258b7a11	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_rms_norm_quant.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/qr_rms_norm_quant	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42602, socket=/tmp/tilelib_daemon_42599.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42602)	19	2	0	0	21	20	13	17	54	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/quant.pto	33	007cac12b434891d82873292d3f4917cd7f7833afe361bdc0a635c4374eb6d51	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/quant.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/quant	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42768, socket=/tmp/tilelib_daemon_42765.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42768)	4	3	0	0	5	7	4	10	16	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/rms_norm.pto	57	e58313c9cefb76ae80b34cdd67e79e8a5d2fe93811eca1a51f2ec28ecd0cf0ca	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rms_norm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rms_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42844, socket=/tmp/tilelib_daemon_42840.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42844)	12	2	0	0	13	9	8	12	30	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope.pto	45	1a3df7f6d75648f0552a1ec941637582c20beb9d9b9169c6d373e5013f8730f8	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=42964, socket=/tmp/tilelib_daemon_42960.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=42964)	12	3	0	0	12	5	6	13	23	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope_cs.pto	46	62086035fed1079dfbdc9d2dc5240c951d5e8afd5f608a2aa3a2bb2eb0687cd2	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope_cs.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/rope_cs	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43054, socket=/tmp/tilelib_daemon_43051.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43054)	8	2	0	0	8	9	7	13	24	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/split_pre_post.pto	47	5849c77c46a9d9d8d650b594c289447afd33a0eeba860e2ac2e1ef1726075ea5	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/split_pre_post.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/split_pre_post	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43170, socket=/tmp/tilelib_daemon_43167.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43170)	10	0	0	0	12	6	7	10	25	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_matmul.pto	44	a0271a2ec4ac5f70b5e9e4d379b9a2d93d2dda420445786516e41f804e017f3b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43262, socket=/tmp/tilelib_daemon_43259.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43262)	0	2	0	0	0	0	23	4	23	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_seed.pto	5	273738699b2854c3eb68ff282351deab87445f50c49de7a7b10305adcdc4b44a	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43351, socket=/tmp/tilelib_daemon_43348.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43351)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_rms_norm_rope.pto	130	d631dd589c2144c7d690709d0f42108d8b2d82ce9a77d4a79be4942330301d4f	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_rms_norm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/kv_rms_norm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43363, socket=/tmp/tilelib_daemon_43360.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43363)	31	5	0	0	32	18	20	17	70	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/q_rope_prepare.pto	56	19ec6dc217cb2f23bac0edf4ae9f5434ed983b4503dbaf356a2367c6929bcc1b	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/q_rope_prepare.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/q_rope_prepare	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=43626, socket=/tmp/tilelib_daemon_43623.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=43626)	11	2	0	0	11	9	8	13	28	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_dequant_rms_nope_rope.pto	88	99e931c025cb652147cc57bf7ebc582ef8dfc23624eea0453f3fd44e2893b699	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_dequant_rms_nope_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_dequant_rms_nope_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44021, socket=/tmp/tilelib_daemon_44020.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44021)	22	4	0	0	24	8	14	13	46	fusion_candidate_with_local_boundaries
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_matmul.pto	47	78e80500889e30f7ccc69159b2c8f61cc6a2abb4cc5fda76a00ef2e7151d6fce	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qproj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44240, socket=/tmp/tilelib_daemon_44238.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44240)	0	6	0	0	0	0	24	4	24	hard_boundary_only
PASS	_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_matmul.pto	45	0233b6665014e39703803b81e0ce926647a55cfeefd2bdece25dfd16362995f3	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_qkv_proj_rope_test_20260723_031029/ptoas/qr_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=44370, socket=/tmp/tilelib_daemon_44367.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=44370)	0	2	0	0	0	0	23	4	23	hard_boundary_only
